RecordType,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,ModelMatchStatus,CurrentCalculatorSuppliedFundingAmount,CurrentDocumentedCrosswalkFundingAmount,CurrentAnalyticalAssumptionFundingAmount,CurrentModelFundingAmount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,ProposedCalculationUnitCount,ProposedPrincipalPositions,OperationalEnrollmentBasis,CharterBuildingPolicy,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,ProposedComponentsMissingInput,ProposedRowsMissingInput,ProposedComponentsMissingRate,ProposedRowsMissingRate,PositionBasedComparisonBasis,FullModelComparisonBasis,CurrentModelComplete,ProposedModelComplete,ComparisonComplete,ComparisonStatus,ComparisonInterpretation,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,Enrollment,LI,MLL,CodedSchoolCount,ProgramRecordCount,ProposedWeightedFundingAmount,ProposedModelFundingAmount,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,PositionBasedPercentDifference,FullModelFundingDifference,PreliminaryFullModelPercentDifference,FullModelPercentDifference,ReportPositionBasedPercentDifference,ReportGrossFullModelPercentDifference,PositionBasedDirection,GrossFullModelDirection,CurrentModeledFundingPerStudent,ProposedPositionBasedFundingPerStudent,ProposedWeightedFundingPerStudent,ProposedFullModelFundingPerStudent,AdjustedReportingScope,ExcludedLEA,WeightedPoolTreatment,WeightedRateMethodSource,PositionBasedFundingDifferencePerStudent,FullModelFundingDifferencePerStudent,GrossFullModelPercentRank,PositionBasedPercentRank
LEA,2026,2025-09-30,9612,Freire Charter School Wilmington,Charter,TRUE,,LEA Total,Matched,3331480.99,433571.56,270727.41,4035779.96,3,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3992750.09,680230.4,4672980.48,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,632612.5284383324,883049.4710314184,370,176,19,1,0,1515661.9994697508,6188642.479469751,637200.5200000005,15.788782498439296,,2152862.519469751,53.34439788114095,,15.788782498439296,53.34439788114095,Increase,Increase,10907.513405405405,12629.676972972975,4096.383782350677,16726.06075532365,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",1722.1635675675689,5818.547349918246,7,10
LEA,2026,2025-09-30,92,Gateway Charter School,Charter,TRUE,,LEA Total,Matched,2342754.34,317708.47,266407.4,2926870.21,3,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2925906.35,668909.88,3594816.23,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,336934.3952842695,546815.406568041,211,98,4,1,0,883749.8018523105,4478566.0318523105,667946.02,22.8211697846349,,1551695.8218523106,53.01553230993152,,22.8211697846349,53.01553230993152,Increase,Increase,13871.422796208532,17037.04374407583,4188.387686503841,21225.431430579672,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",3165.6209478672986,7354.00863437114,8,3
LEA,2026,2025-09-30,9611,Great Oaks Charter School,Charter,TRUE,,LEA Total,Matched,1723313.78,295033.38,79797.84,2098145,3,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,1961675.93,660456.4,2622132.34,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,302488.14040844864,449542.69980807864,141,87,5,1,0,752030.8402165272,3374163.180216527,523987.33999999985,24.973838319086614,,1276018.180216527,60.816491720854714,,24.973838319086614,60.816491720854714,Increase,Increase,14880.460992907801,18596.683262411345,5333.552058273242,23930.23532068459,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",3716.2222695035452,9049.774327776788,5,1
LEA,2026,2025-09-30,36,Indian River School District,District,TRUE,,LEA Total,Matched,94192467.7,14400944.62,10024463.45,118617875.78,2,,0,,15,15,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,117188081.3,3070792.04,120258873.34,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,14694039.325607989,22392515.37942381,10620,2523,2689,15,0,37086554.7050318,157345428.0450318,1640997.5600000024,1.3834319230632257,,38727552.265031785,32.649001687451886,,1.3834319230632257,32.649001687451886,Increase,Increase,11169.291504708099,11323.811048964219,3492.1426275924478,14815.953676556665,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",154.51954425612075,3646.662171848567,27,38
LEA,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,,LEA Total,Matched,4262945.6,415038.94,527574.45,5205558.98,3,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5326448.17,693497.08,6019945.24,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1147993.8774502547,1296958.5810533278,556,342,2,1,0,2444952.4585035825,8464897.698503584,814386.2599999998,15.644549665634557,,3259338.718503583,62.6126556442087,,15.644549665634557,62.6126556442087,Increase,Increase,9362.516151079137,10827.23964028777,4397.396508099969,15224.63614838774,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",1464.7234892086326,5862.119997308603,3,11
LEA,2026,2025-09-30,15,Lake Forest School District,District,TRUE,,LEA Total,Matched,31751848.24,3987307.6,3434913.97,39174069.81,3,,0,,7,7,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,39529819.06,1681472.97,41211292.03,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,4339088.985867243,7166824.042314924,3764,1190,155,7,0,11505913.028182168,52717205.058182165,2037222.2199999988,5.2004354663194965,,13543135.248182163,34.57168303898053,,5.2004354663194965,34.57168303898053,Increase,Increase,10407.563711477153,10948.802345908609,3056.8313039803847,14005.633649888992,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",541.2386344314556,3598.0699384118393,26,30
LEA,2026,2025-09-30,16,Laurel School District,District,TRUE,,LEA Total,Matched,20188362.3,2518861.72,2254292.71,24961516.73,3,,0,,4,4,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,25254336.19,1048537.68,26302873.87,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,4578528.840931451,5721394.8810891,2499,965,581,4,0,10299923.722020552,36602797.59202056,1341357.1400000006,5.373700462632106,,11641280.862020556,46.6369130848106,,5.373700462632106,46.6369130848106,Increase,Increase,9988.60213285314,10525.35969187675,4121.618136062646,14646.977827939398,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",536.7575590236097,4658.375695086257,14,28
LEA,2026,2025-09-30,88,MOT Charter School,Charter,TRUE,,LEA Total,Matched,9637851.29,1122730.9,1061312.14,11821894.33,3,,2,,3,3,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,12181395.37,760902.36,12942297.74,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,406223.12363980286,1552004.6581992449,1390,86,51,1,0,1958227.7818390478,14900525.521839049,1120403.4100000001,9.47735937003592,,3078631.1918390486,26.04177558943761,,9.47735937003592,26.04177558943761,Increase,Increase,8504.959949640288,9311.005568345325,1408.796965351833,10719.802533697157,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",806.0456187050361,2214.8425840568693,37,21
LEA,2026,2025-09-30,18,Milford School District,District,TRUE,,LEA Total,Matched,35342010.45,4127832.64,3876122.92,43345966.01,3,,0,,7,7,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,43882383.53,1727939.42,45610322.95,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,7021810.86182864,9313410.356832085,4514,1347,1082,7,0,16335221.218660725,61945544.16866073,2264356.940000005,5.22391619897827,,18599578.158660732,42.909594296202265,,5.22391619897827,42.909594296202265,Increase,Increase,9602.562252990696,10104.192058041648,3618.790699747613,13722.982757789263,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",501.62980505095373,4120.420504798567,19,29
LEA,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,LEA Total,Matched,41225495.08,4637743.41,2889019.27,48752257.75,3,,0,,5,5,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,51823631.77,1964155.16,53787786.93,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,5089130.803033931,10949579.244672328,4938,1218,437,5,1,16038710.04770626,69826496.97770625,5035529.18,10.32881226921229,,21074239.227706254,43.227206698352866,,10.32881226921229,43.227206698352866,Increase,Increase,9872.875202511139,10892.625947752127,3248.0174256189266,14140.643373371051,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",1019.7507452409882,4267.768170859914,18,19
LEA,2026,2025-09-30,89,Newark Charter School,Charter,TRUE,,LEA Total,Matched,22033617.88,2671211.32,2639599.89,27344429.09,3,,2,,4,4,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,27818164.3,1079548.27,28897712.58,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1154531.4844144653,3639407.6622500126,3156,298,68,1,0,4793939.146664478,33691651.726664476,1553283.4899999984,5.6804385452247095,,6347222.636664476,23.212123448522423,,5.6804385452247095,23.212123448522423,Increase,Increase,8664.26777249683,9156.436178707223,1518.9921250521159,10675.42830375934,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",492.1684062103924,2011.1605312625084,40,27
LEA,2026,2025-09-30,86,Odyssey Charter School,Charter,TRUE,,LEA Total,Matched,16961737.7,1814999.77,2183720.08,20960457.55,3,,2,,4,4,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,21672954.82,1018588.55,22691543.37,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,2447714.716528227,3845744.199729304,2402,501,332,1,0,6293458.91625753,28985002.28625753,1731085.8200000003,8.258816945529896,,8024544.736257531,38.284205948822574,,8.258816945529896,38.284205948822574,Increase,Increase,8726.252102414655,9446.937289758534,2620.091139158006,12067.028428916541,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",720.6851873438802,3340.776326501886,22,23
LEA,2026,2025-09-30,39,Polytech School District,District,TRUE,,LEA Total,Matched,10556312.31,1095732.5,703657.3,12355702.11,3,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,12889934.26,764836.47,13654770.73,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,727828.8116860185,2401079.428608433,1252,201,24,1,0,3128908.2402944514,16783678.970294453,1299068.620000001,10.513919876302369,,4427976.860294454,35.837517130740004,,10.513919876302369,35.837517130740004,Increase,Increase,9868.771653354632,10906.366397763579,2499.127987455632,13405.494385219212,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",1037.5947444089466,3536.7227318645796,24,18
LEA,2026,2025-09-30,71,Positive Outcomes Charter School,Charter,TRUE,,LEA Total,Matched,1982637.69,416320.98,97532.12,2496490.79,3,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2424068.4,663245.65,3087314.05,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,200585.66822009283,404866.5377165193,117,60,0,1,0,605452.2059366121,3692766.255936612,590823.2599999998,23.666150196372236,,1196275.4659366119,47.918280761476865,,23.666150196372236,47.918280761476865,Increase,Increase,21337.52811965812,26387.299572649572,5174.805178945402,31562.104751594972,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",5049.771452991451,10224.576631936854,12,2
LEA,2026,2025-09-30,87,Providence Creek Academy Charter School,Charter,TRUE,,LEA Total,Matched,5727225.97,553749.72,801114.9,7082090.6,3,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,7037047.06,710895.96,7747943.02,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,450475.7889619394,1020688.480780551,786,125,14,1,0,1471164.2697424903,9219107.28974249,665852.4199999999,9.401918975732956,,2137016.6897424906,30.174941418322025,,9.401918975732956,30.174941418322025,Increase,Increase,9010.293384223918,9857.433867684478,1871.710266847952,11729.144134532431,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",847.1404834605597,2718.8507503085125,30,22
LEA,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,,LEA Total,Matched,130864685.05,19856385.69,14111569.11,164832639.85,2,,0,,27,27,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,164046495.68,3621914.71,167668410.39,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,19150260.43625067,30419782.46200667,14335,4131,2294,27,0,49570042.898257345,217238453.28825733,2835770.5399999917,1.7203938143444055,,52405813.43825734,31.793347170771124,,1.7203938143444055,31.793347170771124,Increase,Increase,11498.614569236135,11696.436023020578,3457.9729960416703,15154.409019062248,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",197.8214537844431,3655.7944498261136,28,36
LEA,2026,2025-09-30,23,Seaford School District,District,TRUE,,LEA Total,Matched,30221839.2,3966893.8,3246839.38,37435572.38,3,,0,,8,8,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,37435565.53,1496267.94,38931833.46,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,7093675.0111094685,8616058.890446253,3631,1349,1110,8,0,15709733.90155572,54641567.361555725,1496261.0799999982,3.996896494093349,,17205994.981555723,45.9616185560129,,3.996896494093349,45.9616185560129,Increase,Increase,10309.989639217847,10722.069253649133,4326.558496710471,15048.627750359605,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",412.0796144312857,4738.638111141758,16,31
LEA,2026,2025-09-30,24,Smyrna School District,District,TRUE,,LEA Total,Matched,50753156.39,7369894.16,5378082.62,63501133.17,3,,0,,8,8,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,62898708.88,2398193.3,65296902.18,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,4578925.059535342,9768238.73289781,5721,1213,225,8,0,14347163.792433154,79644065.97243315,1795769.009999998,2.827932227906096,,16142932.802433148,25.42148776970108,,2.827932227906096,25.42148776970108,Increase,Increase,11099.656208704771,11413.546963817515,2507.8069904620093,13921.353954279522,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",313.89075511274217,2821.6977455747506,39,32
LEA,2026,2025-09-30,77,Sussex Academy,Charter,TRUE,,LEA Total,Matched,7399276.44,732289.74,892933.94,9024500.12,3,,2,,3,3,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,9350739.49,735430.98,10086170.47,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,377868.7297988144,1219885.2894072048,1190,81,46,1,0,1597754.0192060191,11683924.48920602,1061670.3500000015,11.764311993825999,,2659424.3692060206,29.46893826631165,,11.764311993825999,29.46893826631165,Increase,Increase,7583.613546218487,8475.773504201681,1342.6504363075792,9818.423940509261,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",892.1599579831945,2234.8103942907737,32,15
LEA,2026,2025-09-30,9614,Sussex Montessori School,Charter,TRUE,,LEA Total,Matched,3202476.71,383881.49,363940.44,3950298.64,3,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3896561.43,679837.42,4576398.85,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,502826.1720011093,704588.7769539957,392,133,25,1,0,1207414.948955105,5783813.798955104,626100.2099999995,15.849439929939056,,1833515.1589551042,46.41459611152599,,15.849439929939056,46.41459611152599,Increase,Increase,10077.292448979591,11674.486862244898,3080.14017590588,14754.627038150777,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",1597.1944132653048,4677.334589171184,15,9
LEA,2026,2025-09-30,40,Sussex Technical School District,District,TRUE,,LEA Total,Matched,11590973.46,1325743.95,781774.35,13698491.76,3,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,14328223.57,777605.79,15105829.36,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1266314.6580373663,2942641.686157335,1349,282,139,1,0,4208956.344194701,19314785.704194702,1407337.5999999996,10.273668259665396,,5616293.944194702,40.999359948475835,,10.273668259665396,40.999359948475835,Increase,Increase,10154.552824314307,11197.797894736841,3120.0565931762053,14317.854487913048,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",1043.245070422535,4163.3016635987415,21,20
LEA,2026,2025-09-30,35,Woodbridge School District,District,TRUE,,LEA Total,Matched,23293884.16,3446552.4,2530782.82,29271219.39,3,,0,,4,4,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,28789511.19,1078239.24,29867750.43,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,4006067.2492964026,5777878.430759279,2603,862,483,4,0,9783945.680055682,39651696.110055685,596531.0399999991,2.037943934115001,,10380476.720055684,35.46308263331863,,2.037943934115001,35.46308263331863,Increase,Increase,11245.18608912793,11474.356676911257,3758.7190472745606,15233.07572418582,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope,"Nick Johnson, POLYTECH School District",229.1705877833266,3987.889635057889,25,35
