RecordType,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,ModelMatchStatus,CurrentCalculatorSuppliedFundingAmount,CurrentDocumentedCrosswalkFundingAmount,CurrentAnalyticalAssumptionFundingAmount,CurrentModelFundingAmount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,ProposedCalculationUnitCount,ProposedPrincipalPositions,OperationalEnrollmentBasis,CharterBuildingPolicy,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,ProposedWeightedFundingAmount,ProposedModelFundingAmount,ProposedComponentsMissingInput,ProposedRowsMissingInput,ProposedComponentsMissingRate,ProposedRowsMissingRate,PositionBasedComparisonBasis,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,PositionBasedPercentDifference,FullModelComparisonBasis,FullModelFundingDifference,PreliminaryFullModelPercentDifference,FullModelPercentDifference,CurrentModelComplete,ProposedModelComplete,ComparisonComplete,ComparisonStatus,ComparisonInterpretation
LEA,2026,2025-09-30,86,Odyssey Charter School,Charter,TRUE,,LEA Total,Matched,16961737.7,1814999.77,2183720.08,20960457.55,3,,2,,4,4,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,21672954.82,1018588.55,22691543.37,2445603.59,3842230.84,6287834.43,28979377.8,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,1731085.82,8.258817,,Current modeled funding versus all proposed funding,8018920.25,38.257372,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
LEA,2026,2025-09-30,39,Polytech School District,District,TRUE,,LEA Total,Matched,10556312.31,1095732.5,703657.3,12355702.11,3,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,12889934.26,764836.47,13654770.73,727201.07,2398885.87,3126086.94,16780857.67,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,1299068.62,10.51392,,Current modeled funding versus all proposed funding,4425155.56,35.814683,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
LEA,2026,2025-09-30,71,Positive Outcomes Charter School,Charter,TRUE,,LEA Total,Matched,1982637.69,416320.98,97532.12,2496490.79,3,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2424068.4,663245.65,3087314.05,200412.67,404496.66,604909.33,3692223.38,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,590823.26,23.66615,,Current modeled funding versus all proposed funding,1195732.59,47.896535,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
LEA,2026,2025-09-30,87,Providence Creek Academy Charter School,Charter,TRUE,,LEA Total,Matched,5727225.97,553749.72,801114.9,7082090.6,3,,2,,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,7037047.06,710895.96,7747943.02,450087.26,1019756.01,1469843.27,9217786.29,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,665852.42,9.401919,,Current modeled funding versus all proposed funding,2135695.69,30.156289,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
LEA,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,,LEA Total,Matched,130864685.05,19856385.69,14111569.11,164832639.85,2,,0,,27,27,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,164046495.68,3621914.71,167668410.39,19133743.54,30391991.86,49525735.39,217194145.78,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,2835770.54,1.720394,,Current modeled funding versus all proposed funding,52361505.93,31.766467,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
LEA,2026,2025-09-30,23,Seaford School District,District,TRUE,,LEA Total,Matched,30221839.2,3966893.8,3246839.38,37435572.38,3,,0,,8,8,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,37435565.53,1496267.94,38931833.46,7087556.79,8608187.52,15695744.31,54627577.77,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,1496261.08,3.996897,,Current modeled funding versus all proposed funding,17192005.39,45.924249,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
LEA,2026,2025-09-30,24,Smyrna School District,District,TRUE,,LEA Total,Matched,50753156.39,7369894.16,5378082.62,63501133.17,3,,0,,8,8,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,62898708.88,2398193.3,65296902.18,4574975.79,9759314.76,14334290.55,79631192.72,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,1795769.01,2.827932,,Current modeled funding versus all proposed funding,16130059.56,25.401215,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
LEA,2026,2025-09-30,77,Sussex Academy,Charter,TRUE,,LEA Total,Matched,7399276.44,732289.74,892933.94,9024500.12,3,,2,,3,3,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,9350739.49,735430.98,10086170.47,377542.82,1218770.84,1596313.66,11682484.13,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,1061670.35,11.764312,,Current modeled funding versus all proposed funding,2657984.01,29.452978,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
LEA,2026,2025-09-30,9614,Sussex Montessori School,Charter,TRUE,,LEA Total,Matched,3202476.71,383881.49,363940.44,3950298.64,3,,2,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3896561.43,679837.42,4576398.85,502392.49,703945.09,1206337.58,5782736.43,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,626100.22,15.84944,,Current modeled funding versus all proposed funding,1832437.79,46.387323,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
LEA,2026,2025-09-30,40,Sussex Technical School District,District,TRUE,,LEA Total,Matched,11590973.46,1325743.95,781774.35,13698491.76,3,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,14328223.57,777605.79,15105829.36,1265222.48,2939953.38,4205175.85,19311005.21,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,1407337.6,10.273668,,Current modeled funding versus all proposed funding,5612513.45,40.971762,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
LEA,2026,2025-09-30,35,Woodbridge School District,District,TRUE,,LEA Total,Matched,23293884.16,3446552.4,2530782.82,29271219.39,3,,0,,4,4,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,28789511.19,1078239.24,29867750.43,4002612.06,5772599.93,9775211.99,39642962.42,0,,0,,Current modeled funding versus proposed Base plus Central Office Funding,596531.04,2.037944,,Current modeled funding versus all proposed funding,10371743.03,35.433246,,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates
