SchoolYear,CountDate,ReportingScope,CharterLEACount,DistrictLEACount,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,ProposedWeightedFundingAmount,ProposedModelFundingAmount,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,FullModelFundingDifference,PreliminaryFullModelPercentDifference,ComparisonComplete,PositionBasedPercentDifference,FullModelPercentDifference,ReportPositionBasedPercentDifference,ReportGrossFullModelPercentDifference,ComparisonStatus,ComparisonInterpretation,ExcludedLEACode,ExcludedLEAName,ExclusionReason,OperationalEnrollmentBasis,WeightedRateMethod,Enrollment,RegularEdEnrollment,SpecialEdEnrollment,LI,MLL,K8Enrollment,Grade10Enrollment,EnrollmentPreK,EnrollmentBasicK12,EnrollmentIntense,EnrollmentComplex,CodedSchoolCount,ProgramRecordCount,LEACount,CurrentCalculatorSuppliedFundingAmount,CurrentDocumentedCrosswalkFundingAmount,CurrentAnalyticalAssumptionFundingAmount,CurrentModelFundingAmount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,CurrentModelComplete,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,ProposedCalculationUnitCount,ProposedPrincipalPositions,ProposedModelComplete
2026,2025-09-30,Excludes DAFB and Bryan Allen Stevenson School of Excellence,23,19,163000000,279026800,442026800,2056053150.7062645,51777910.53033733,3.314319873765183,493804710.53033733,31.60859040286379,FALSE,,,3.314319873765183,31.60859040286379,Preliminary because the current model has missing inputs or rates,Gross modeled allocation comparison; current appropriations outside the recreated baseline have not been netted against proposed weighted funding.,9615,Bryan Allen Stevenson School of Excellence,Excluded because 2025-26 was its final year of operation.,total,recalculated for adjusted reporting scope,140706,113569,27137,36673,17355,92756,11449,1103,12768,6902,6364,228,5,42,1247487872.6413138,183960481.84829822,130800085.6863143,1562248440.1759272,4,303,2,46,FALSE,1555642962.4422612,58383388.26400264,1614026350.7062645,252,252,TRUE
