DistrictCode,DistrictName,ParentSchoolCode,ParentSchoolName,CalculatorLEAName,CalculatorRow,CalculationUnitSequence,SchoolCalculationUnitCount,CalculationUnitName,InputCategory,CalculatorValue,CalculatorBuildingTotal,CalculatorOrganizationTotal,SharedLEATotal,BuildingVsSharedDifference,OrganizationVsSharedDifference,AllocationShare,AllocationMethod,AllocationRule,ProportionalAdjustedValue,IntegerAdjustedValue,Remainder,RemainderRank,StudentsRemaining,StudentsAddedByLargestRemainder,FinalAdjustedValue
79,Delaware Military Academy,578,Delaware Military Academy,Delaware_Military_Academy_Charter_School,140,1,1,Delaware_Military_Academy_Charter_School,EnrollmentK3,0,0,0,0,0,0,0,Shared total is zero,Largest remainder; ties by CalculationUnitSequence,0,0,0,1,0,0,0
79,Delaware Military Academy,578,Delaware Military Academy,Delaware_Military_Academy_Charter_School,140,1,1,Delaware_Military_Academy_Charter_School,UnitsVocational,3.5,3.5,3.5,3.5,0,0,1,Calculator category share,Full-precision proportional allocation,3.5,,,,,0,3.5
79,Delaware Military Academy,578,Delaware Military Academy,Delaware_Military_Academy_Charter_School,140,1,1,Delaware_Military_Academy_Charter_School,UnitsVocationalDeduct,-1.75,-1.75,-1.75,-1.75,0,0,1,Calculator category share,Full-precision proportional allocation,-1.75,,,,,0,-1.75
9604,Early College High School at Del State,4040,Early College School at Del State,Early_College_High_School_at_Del_State_Charter_School,149,1,1,Early_College_High_School_at_Del_State_Charter_School,BasicPreK12Enrollment,51,51,51,51,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,51,51,0,1,0,0,51
9604,Early College High School at Del State,4040,Early College School at Del State,Early_College_High_School_at_Del_State_Charter_School,149,1,1,Early_College_High_School_at_Del_State_Charter_School,Enrollment4_12,536,536,536,536,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,536,536,0,1,0,0,536
9604,Early College High School at Del State,4040,Early College School at Del State,Early_College_High_School_at_Del_State_Charter_School,149,1,1,Early_College_High_School_at_Del_State_Charter_School,EnrollmentComplex,5,5,5,5,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,5,5,0,1,0,0,5
9604,Early College High School at Del State,4040,Early College School at Del State,Early_College_High_School_at_Del_State_Charter_School,149,1,1,Early_College_High_School_at_Del_State_Charter_School,EnrollmentIntense,5,5,5,5,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,5,5,0,1,0,0,5
9604,Early College High School at Del State,4040,Early College School at Del State,Early_College_High_School_at_Del_State_Charter_School,149,1,1,Early_College_High_School_at_Del_State_Charter_School,EnrollmentK3,0,0,0,0,0,0,0,Shared total is zero,Largest remainder; ties by CalculationUnitSequence,0,0,0,1,0,0,0
9604,Early College High School at Del State,4040,Early College School at Del State,Early_College_High_School_at_Del_State_Charter_School,149,1,1,Early_College_High_School_at_Del_State_Charter_School,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9604,Early College High School at Del State,4040,Early College School at Del State,Early_College_High_School_at_Del_State_Charter_School,149,1,1,Early_College_High_School_at_Del_State_Charter_School,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,150,1,2,East Side Primary,BasicPreK12Enrollment,36,61,61,61,0,0,0.5901639344262295,Calculator category share,Largest remainder; ties by CalculationUnitSequence,36,36,0,1,0,0,36
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,150,1,2,East Side Primary,Enrollment4_12,79,203,203,203,0,0,0.3891625615763547,Calculator category share,Largest remainder; ties by CalculationUnitSequence,79,79,0,1,0,0,79
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,150,1,2,East Side Primary,EnrollmentComplex,6,7,7,7,0,0,0.8571428571428571,Calculator category share,Largest remainder; ties by CalculationUnitSequence,6,6,0,1,0,0,6
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,150,1,2,East Side Primary,EnrollmentIntense,15,20,20,20,0,0,0.75,Calculator category share,Largest remainder; ties by CalculationUnitSequence,15,15,0,1,0,0,15
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,150,1,2,East Side Primary,EnrollmentK3,169,169,169,169,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,169,169,0,1,0,0,169
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,150,1,2,East Side Primary,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,150,1,2,East Side Primary,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,151,2,2,East Side Junior,BasicPreK12Enrollment,25,61,61,61,0,0,0.4098360655737705,Calculator category share,Largest remainder; ties by CalculationUnitSequence,25,25,0,2,0,0,25
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,151,2,2,East Side Junior,Enrollment4_12,124,203,203,203,0,0,0.6108374384236454,Calculator category share,Largest remainder; ties by CalculationUnitSequence,124,124,0,2,0,0,124
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,151,2,2,East Side Junior,EnrollmentComplex,1,7,7,7,0,0,0.14285714285714285,Calculator category share,Largest remainder; ties by CalculationUnitSequence,1,1,0,2,0,0,1
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,151,2,2,East Side Junior,EnrollmentIntense,5,20,20,20,0,0,0.25,Calculator category share,Largest remainder; ties by CalculationUnitSequence,5,5,0,2,0,0,5
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,151,2,2,East Side Junior,EnrollmentK3,0,169,169,169,0,0,0,Calculator category share,Largest remainder; ties by CalculationUnitSequence,0,0,0,2,0,0,0
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,151,2,2,East Side Junior,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
72,East Side Charter School,571,East Side Charter School,East_Side_Charter_School,151,2,2,East Side Junior,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,153,1,3,Edison Primary,BasicPreK12Enrollment,9,44,44,44,0,0,0.20454545454545456,Calculator category share,Largest remainder; ties by CalculationUnitSequence,9,9,0,1,0,0,9
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,153,1,3,Edison Primary,Enrollment4_12,0,245,245,245,0,0,0,Calculator category share,Largest remainder; ties by CalculationUnitSequence,0,0,0,1,0,0,0
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,153,1,3,Edison Primary,EnrollmentComplex,7,16,16,16,0,0,0.4375,Calculator category share,Largest remainder; ties by CalculationUnitSequence,7,7,0,1,0,0,7
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,153,1,3,Edison Primary,EnrollmentIntense,13,25,25,25,0,0,0.52,Calculator category share,Largest remainder; ties by CalculationUnitSequence,13,13,0,1,0,0,13
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,153,1,3,Edison Primary,EnrollmentK3,208,208,208,208,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,208,208,0,1,0,0,208
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,153,1,3,Edison Primary,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,153,1,3,Edison Primary,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,154,2,3,Edison Intermediate,BasicPreK12Enrollment,11,44,44,44,0,0,0.25,Calculator category share,Largest remainder; ties by CalculationUnitSequence,11,11,0,2,0,0,11
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,154,2,3,Edison Intermediate,Enrollment4_12,104,245,245,245,0,0,0.42448979591836733,Calculator category share,Largest remainder; ties by CalculationUnitSequence,104,104,0,2,0,0,104
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,154,2,3,Edison Intermediate,EnrollmentComplex,4,16,16,16,0,0,0.25,Calculator category share,Largest remainder; ties by CalculationUnitSequence,4,4,0,2,0,0,4
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,154,2,3,Edison Intermediate,EnrollmentIntense,4,25,25,25,0,0,0.16,Calculator category share,Largest remainder; ties by CalculationUnitSequence,4,4,0,2,0,0,4
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,154,2,3,Edison Intermediate,EnrollmentK3,0,208,208,208,0,0,0,Calculator category share,Largest remainder; ties by CalculationUnitSequence,0,0,0,2,0,0,0
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,154,2,3,Edison Intermediate,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,154,2,3,Edison Intermediate,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,155,3,3,Edison Junior High,BasicPreK12Enrollment,24,44,44,44,0,0,0.5454545454545454,Calculator category share,Largest remainder; ties by CalculationUnitSequence,24,24,0,3,0,0,24
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,155,3,3,Edison Junior High,Enrollment4_12,141,245,245,245,0,0,0.5755102040816327,Calculator category share,Largest remainder; ties by CalculationUnitSequence,141,141,0,3,0,0,141
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,155,3,3,Edison Junior High,EnrollmentComplex,5,16,16,16,0,0,0.3125,Calculator category share,Largest remainder; ties by CalculationUnitSequence,5,5,0,3,0,0,5
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,155,3,3,Edison Junior High,EnrollmentIntense,8,25,25,25,0,0,0.32,Calculator category share,Largest remainder; ties by CalculationUnitSequence,8,8,0,3,0,0,8
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,155,3,3,Edison Junior High,EnrollmentK3,0,208,208,208,0,0,0,Calculator category share,Largest remainder; ties by CalculationUnitSequence,0,0,0,3,0,0,0
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,155,3,3,Edison Junior High,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
76,Edison (Thomas A.) Charter School,575,Edison (Thomas A.) Charter School,Edison_Charter_School,155,3,3,Edison Junior High,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9607,First State Military Academy,4055,First State Military Academy,First_State_Military_Academy_Charter_School,157,1,1,First_State_Military_Academy_Charter_School,BasicPreK12Enrollment,58,58,58,58,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,58,58,0,1,0,0,58
9607,First State Military Academy,4055,First State Military Academy,First_State_Military_Academy_Charter_School,157,1,1,First_State_Military_Academy_Charter_School,Enrollment4_12,340,340,340,340,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,340,340,0,1,0,0,340
9607,First State Military Academy,4055,First State Military Academy,First_State_Military_Academy_Charter_School,157,1,1,First_State_Military_Academy_Charter_School,EnrollmentComplex,7,7,7,7,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,7,7,0,1,0,0,7
9607,First State Military Academy,4055,First State Military Academy,First_State_Military_Academy_Charter_School,157,1,1,First_State_Military_Academy_Charter_School,EnrollmentIntense,19,19,19,19,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,19,19,0,1,0,0,19
9607,First State Military Academy,4055,First State Military Academy,First_State_Military_Academy_Charter_School,157,1,1,First_State_Military_Academy_Charter_School,EnrollmentK3,0,0,0,0,0,0,0,Shared total is zero,Largest remainder; ties by CalculationUnitSequence,0,0,0,1,0,0,0
9607,First State Military Academy,4055,First State Military Academy,First_State_Military_Academy_Charter_School,157,1,1,First_State_Military_Academy_Charter_School,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9607,First State Military Academy,4055,First State Military Academy,First_State_Military_Academy_Charter_School,157,1,1,First_State_Military_Academy_Charter_School,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,158,1,2,First State Elementary,BasicPreK12Enrollment,37,56,56,56,0,0,0.6607142857142857,Calculator category share,Largest remainder; ties by CalculationUnitSequence,37,37,0,1,0,0,37
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,158,1,2,First State Elementary,Enrollment4_12,185,285,285,285,0,0,0.6491228070175439,Calculator category share,Largest remainder; ties by CalculationUnitSequence,185,185,0,1,0,0,185
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,158,1,2,First State Elementary,EnrollmentComplex,3,5,5,5,0,0,0.6,Calculator category share,Largest remainder; ties by CalculationUnitSequence,3,3,0,1,0,0,3
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,158,1,2,First State Elementary,EnrollmentIntense,22,29,29,29,0,0,0.7586206896551724,Calculator category share,Largest remainder; ties by CalculationUnitSequence,22,22,0,1,0,0,22
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,158,1,2,First State Elementary,EnrollmentK3,273,273,273,273,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,273,273,0,1,0,0,273
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,158,1,2,First State Elementary,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,158,1,2,First State Elementary,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,159,2,2,First State Middle School,BasicPreK12Enrollment,19,56,56,56,0,0,0.3392857142857143,Calculator category share,Largest remainder; ties by CalculationUnitSequence,19,19,0,2,0,0,19
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,159,2,2,First State Middle School,Enrollment4_12,100,285,285,285,0,0,0.3508771929824561,Calculator category share,Largest remainder; ties by CalculationUnitSequence,100,100,0,2,0,0,100
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,159,2,2,First State Middle School,EnrollmentComplex,2,5,5,5,0,0,0.4,Calculator category share,Largest remainder; ties by CalculationUnitSequence,2,2,0,2,0,0,2
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,159,2,2,First State Middle School,EnrollmentIntense,7,29,29,29,0,0,0.2413793103448276,Calculator category share,Largest remainder; ties by CalculationUnitSequence,7,7,0,2,0,0,7
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,159,2,2,First State Middle School,EnrollmentK3,0,273,273,273,0,0,0,Calculator category share,Largest remainder; ties by CalculationUnitSequence,0,0,0,2,0,0,0
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,159,2,2,First State Middle School,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9606,First State Montessori Academy,4050,First State Montessori Academy,First_State_Montessori_Academy_Charter_School,159,2,2,First State Middle School,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9612,Freire Charter School Wilmington,4080,Freire Charter School,Freire_Charter_School_of_Wilmington,161,1,1,Freire_Charter_School_of_Wilmington,BasicPreK12Enrollment,68,68,68,68,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,68,68,0,1,0,0,68
9612,Freire Charter School Wilmington,4080,Freire Charter School,Freire_Charter_School_of_Wilmington,161,1,1,Freire_Charter_School_of_Wilmington,Enrollment4_12,257,257,257,257,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,257,257,0,1,0,0,257
9612,Freire Charter School Wilmington,4080,Freire Charter School,Freire_Charter_School_of_Wilmington,161,1,1,Freire_Charter_School_of_Wilmington,EnrollmentComplex,8,8,8,8,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,8,8,0,1,0,0,8
9612,Freire Charter School Wilmington,4080,Freire Charter School,Freire_Charter_School_of_Wilmington,161,1,1,Freire_Charter_School_of_Wilmington,EnrollmentIntense,37,37,37,37,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,37,37,0,1,0,0,37
9612,Freire Charter School Wilmington,4080,Freire Charter School,Freire_Charter_School_of_Wilmington,161,1,1,Freire_Charter_School_of_Wilmington,EnrollmentK3,0,0,0,0,0,0,0,Shared total is zero,Largest remainder; ties by CalculationUnitSequence,0,0,0,1,0,0,0
9612,Freire Charter School Wilmington,4080,Freire Charter School,Freire_Charter_School_of_Wilmington,161,1,1,Freire_Charter_School_of_Wilmington,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9612,Freire Charter School Wilmington,4080,Freire Charter School,Freire_Charter_School_of_Wilmington,161,1,1,Freire_Charter_School_of_Wilmington,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,162,1,2,Gateway Primary,BasicPreK12Enrollment,20,49,49,49,0,0,0.40816326530612246,Calculator category share,Largest remainder; ties by CalculationUnitSequence,20,20,0,1,0,0,20
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,162,1,2,Gateway Primary,Enrollment4_12,18,59,59,59,0,0,0.3050847457627119,Calculator category share,Largest remainder; ties by CalculationUnitSequence,18,18,0,1,0,0,18
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,162,1,2,Gateway Primary,EnrollmentComplex,6,11,11,11,0,0,0.5454545454545454,Calculator category share,Largest remainder; ties by CalculationUnitSequence,6,6,0,1,0,0,6
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,162,1,2,Gateway Primary,EnrollmentIntense,14,26,26,26,0,0,0.5384615384615384,Calculator category share,Largest remainder; ties by CalculationUnitSequence,14,14,0,1,0,0,14
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,162,1,2,Gateway Primary,EnrollmentK3,66,66,66,66,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,66,66,0,1,0,0,66
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,162,1,2,Gateway Primary,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,162,1,2,Gateway Primary,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,163,2,2,Gateway Secondary,BasicPreK12Enrollment,29,49,49,49,0,0,0.5918367346938775,Calculator category share,Largest remainder; ties by CalculationUnitSequence,29,29,0,2,0,0,29
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,163,2,2,Gateway Secondary,Enrollment4_12,41,59,59,59,0,0,0.6949152542372882,Calculator category share,Largest remainder; ties by CalculationUnitSequence,41,41,0,2,0,0,41
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,163,2,2,Gateway Secondary,EnrollmentComplex,5,11,11,11,0,0,0.45454545454545453,Calculator category share,Largest remainder; ties by CalculationUnitSequence,5,5,0,2,0,0,5
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,163,2,2,Gateway Secondary,EnrollmentIntense,12,26,26,26,0,0,0.46153846153846156,Calculator category share,Largest remainder; ties by CalculationUnitSequence,12,12,0,2,0,0,12
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,163,2,2,Gateway Secondary,EnrollmentK3,0,66,66,66,0,0,0,Calculator category share,Largest remainder; ties by CalculationUnitSequence,0,0,0,2,0,0,0
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,163,2,2,Gateway Secondary,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
92,Gateway Charter School,543,Gateway Charter School,Gateway_Charter_School,163,2,2,Gateway Secondary,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9611,Great Oaks Charter School,4075,Great Oaks Charter School,Great_Oaks_Charter_School,165,1,1,Great_Oaks_Charter_School,BasicPreK12Enrollment,23,23,23,23,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,23,23,0,1,0,0,23
9611,Great Oaks Charter School,4075,Great Oaks Charter School,Great_Oaks_Charter_School,165,1,1,Great_Oaks_Charter_School,Enrollment4_12,80,80,80,80,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,80,80,0,1,0,0,80
9611,Great Oaks Charter School,4075,Great Oaks Charter School,Great_Oaks_Charter_School,165,1,1,Great_Oaks_Charter_School,EnrollmentComplex,9,9,9,9,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,9,9,0,1,0,0,9
9611,Great Oaks Charter School,4075,Great Oaks Charter School,Great_Oaks_Charter_School,165,1,1,Great_Oaks_Charter_School,EnrollmentIntense,29,29,29,29,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,29,29,0,1,0,0,29
9611,Great Oaks Charter School,4075,Great Oaks Charter School,Great_Oaks_Charter_School,165,1,1,Great_Oaks_Charter_School,EnrollmentK3,0,0,0,0,0,0,0,Shared total is zero,Largest remainder; ties by CalculationUnitSequence,0,0,0,1,0,0,0
9611,Great Oaks Charter School,4075,Great Oaks Charter School,Great_Oaks_Charter_School,165,1,1,Great_Oaks_Charter_School,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
9611,Great Oaks Charter School,4075,Great Oaks Charter School,Great_Oaks_Charter_School,165,1,1,Great_Oaks_Charter_School,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,182,1,2,Kuumba Primary,BasicPreK12Enrollment,25,55,55,55,0,0,0.45454545454545453,Calculator category share,Largest remainder; ties by CalculationUnitSequence,25,25,0,2,1,0,25
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,182,1,2,Kuumba Primary,Enrollment4_12,106,237,237,237,0,0,0.4472573839662447,Calculator category share,Largest remainder; ties by CalculationUnitSequence,106,106,0,1,0,0,106
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,182,1,2,Kuumba Primary,EnrollmentComplex,1,6,6,6,0,0,0.16666666666666666,Calculator category share,Largest remainder; ties by CalculationUnitSequence,1,1,0,1,0,0,1
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,182,1,2,Kuumba Primary,EnrollmentIntense,16,30,30,30,0,0,0.5333333333333333,Calculator category share,Largest remainder; ties by CalculationUnitSequence,16,16,0,1,0,0,16
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,182,1,2,Kuumba Primary,EnrollmentK3,228,228,228,228,0,0,1,Calculator category share,Largest remainder; ties by CalculationUnitSequence,228,228,0,1,0,0,228
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,182,1,2,Kuumba Primary,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,182,1,2,Kuumba Primary,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,183,2,2,Kuumba Junior High,BasicPreK12Enrollment,30,55,55,55,0,0,0.5454545454545454,Calculator category share,Largest remainder; ties by CalculationUnitSequence,29.999999999999996,29,0.9999999999999964,1,1,1,30
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,183,2,2,Kuumba Junior High,Enrollment4_12,131,237,237,237,0,0,0.5527426160337553,Calculator category share,Largest remainder; ties by CalculationUnitSequence,131,131,0,2,0,0,131
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,183,2,2,Kuumba Junior High,EnrollmentComplex,5,6,6,6,0,0,0.8333333333333334,Calculator category share,Largest remainder; ties by CalculationUnitSequence,5,5,0,2,0,0,5
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,183,2,2,Kuumba Junior High,EnrollmentIntense,14,30,30,30,0,0,0.4666666666666667,Calculator category share,Largest remainder; ties by CalculationUnitSequence,14,14,0,2,0,0,14
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,183,2,2,Kuumba Junior High,EnrollmentK3,0,228,228,228,0,0,0,Calculator category share,Largest remainder; ties by CalculationUnitSequence,0,0,0,2,0,0,0
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,183,2,2,Kuumba Junior High,UnitsVocational,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
82,Kuumba Academy Charter School,581,Kuumba Academy Charter School,Kuumba_Academy_Charter_School,183,2,2,Kuumba Junior High,UnitsVocationalDeduct,0,0,0,0,0,0,0,Shared total is zero,Full-precision proportional allocation,0,,,,,0,0
88,MOT Charter School,587,MOT Charter School,MOT_Charter_School,210,1,3,MOT Elementary,BasicPreK12Enrollment,27,85,85,85,0,0,0.3176470588235294,Calculator category share,Largest remainder; ties by CalculationUnitSequence,27,27,0,2,0,0,27
88,MOT Charter School,587,MOT Charter School,MOT_Charter_School,210,1,3,MOT Elementary,Enrollment4_12,132,986,986,986,0,0,0.13387423935091278,Calculator category share,Largest remainder; ties by CalculationUnitSequence,132,132,0,1,0,0,132
88,MOT Charter School,587,MOT Charter School,MOT_Charter_School,210,1,3,MOT Elementary,EnrollmentComplex,5,10,10,10,0,0,0.5,Calculator category share,Largest remainder; ties by CalculationUnitSequence,5,5,0,1,0,0,5
