SchoolYear,CountDate,ReportingScope,Enrollment,LEACount,DistrictLEACount,CharterLEACount,CodedSchoolCount,ProgramRecordCount,ProposedCalculationUnitCount,CurrentModelFundingAmount,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,ProposedWeightedFundingAmount,ProposedModelFundingAmount,FullModelFundingDifference,PreliminaryFullModelPercentDifference,PositionBasedLEAsIncreasing,PositionBasedLEAsDecreasing,FullModelLEAsIncreasing,FullModelLEAsDecreasing,MedianPositionBasedLEAPercentDifference,PositionBasedLEAPercentQ1,PositionBasedLEAPercentQ3,MeanPositionBasedLEAPercentDifference,MedianFullModelLEAPercentDifference,FullModelLEAPercentQ1,FullModelLEAPercentQ3,MeanFullModelLEAPercentDifference,CharterPositionBasedIncreaseCount,DistrictPositionBasedDecreaseCount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,ComparisonComplete,ComparisonStatus,ComparisonInterpretation,ExcludedLEACode,ExcludedLEAName,ExclusionReason
2026,2025-09-30,Excludes DAFB and Bryan Allen Stevenson School of Excellence,140706,42,19,23,228,5,252,1562248440.18,1555556422.94,51735897.39,1607292320.33,45043880.16,2.883273,163000000,279026800,442026800,2049319120.33,487070680.16,31.177543,41,1,42,0,9.232488,2.587629,15.090768,9.406025,39.020424,29.367647,48.16575,40.082107,23,1,4,303,2,46,FALSE,Preliminary because the current model has missing inputs or rates,Gross modeled allocation comparison; current appropriations outside the recreated baseline have not been netted against proposed weighted funding.,9615,Bryan Allen Stevenson School of Excellence,Excluded because 2025-26 was its final year of operation.
